movie,genres,directors,writers,production_budget,domestic_gross,worldwide_gross,tconst
Groove,"Drama,Music,Musical",nm7177410,nm7177410,500000,1115313,1167524,tt5597162
Visages villages,Documentary,"nm2346254,nm0889513","nm2346254,nm0889513",1000000,952432,4015686,tt5598102
Iris,Thriller,nm0504267,"nm0100597,nm5747900,nm0504267",5500000,5580479,5580479,tt5598110
Night School,Documentary,nm3829351,Missing writer data,29000000,77339130,103008792,tt5599520
The Covenant,Horror,nm1757671,"nm1761600,nm1757671,nm2316490",20000000,23364784,38164784,tt5607782
The Promise,Documentary,nm2455958,"nm7994474,nm2455958",90000000,8224288,10551417,tt5609150
Unforgettable,"Drama,Romance",nm8056192,"nm8056196,nm8056192",18000000,2483790,2483790,tt5615904
Unforgettable,"Drama,Romance",nm8056192,"nm8056196,nm8056192",12000000,11368012,16221211,tt5615904
3,"Horror,Mystery,Thriller",nm4840973,nm4840973,7200000,59774,295492,tt5618160
Life of the Party,Comedy,nm1229520,"nm0565250,nm1229520",30000000,53059911,65759911,tt5619332
Blood Ties,Documentary,nm4895964,Missing writer data,26000000,42472,2923959,tt5621080
Redemption,"Crime,Drama,Thriller",nm5009798,nm5009798,23000000,36686,13593473,tt5621712
The Box,Genre Data Missing,nm1646349,nm4129796,25000000,15051977,34356760,tt5633056
Dirty Work,"Crime,Drama",nm8069567,"nm8069564,nm8069567",13000000,10020081,10020081,tt5635048
Silence,Thriller,nm4538874,nm4538874,46500000,7100177,23726626,tt5643994
On the Road,Drama,nm0935863,Missing writer data,25000000,720828,9313302,tt5647250
Thoroughbreds,"Comedy,Crime,Drama",nm8083973,nm8083973,5000000,3072605,3187302,tt5649108
The Florida Project,Drama,nm0048918,"nm0048918,nm2022341",2000000,5904366,11295324,tt5649144
The Deer Hunter,Documentary,nm8086626,Missing writer data,15000000,50000000,50009253,tt5651554
Hide and Seek,"Mystery,Thriller",nm0514952,"nm0514952,nm6482501",25000000,51100486,123696741,tt5662906
Blindness,Drama,nm0003794,nm0003794,25000000,3073392,20052958,tt5662990
Goosebumps 2: Haunted Halloween,"Adventure,Comedy,Family",nm1847738,"nm1464577,nm0501359,nm0830419",35000000,46697321,93291478,tt5664636
Youth,Drama,nm8105010,"nm8119266,nm8119267",13000000,2703296,24001573,tt5671384
1982,Documentary,nm5608474,nm5608474,1000000,0,0,tt5671400
The Box,Thriller,"nm8111244,nm7344889","nm8111244,nm7344889",25000000,15051977,34356760,tt5678896
Cinderella,Musical,"nm1659799,nm7476226",Missing writer data,95000000,201151353,534551353,tt5684194
Cinderella,Musical,"nm1659799,nm7476226",Missing writer data,2900000,85000000,263591415,tt5684194
Survivor,"Crime,Thriller",nm5542402,Missing writer data,20000000,0,1703281,tt5684336
Destiny,Drama,nm8116803,nm8116803,750000,0,450,tt5687402
Sorry to Bother You,"Comedy,Fantasy,Sci-Fi",nm1108556,nm1108556,3200000,17493096,18285560,tt5688932
Slender Man,"Horror,Mystery,Thriller",nm1234893,"nm0083547,nm6881486",10000000,30564825,51723644,tt5690360
The Howling,Horror,nm1953143,nm1953143,1000000,17985000,17985000,tt5694044
Akira,"Drama,Romance",nm8126767,"nm8126767,nm8126769",8000000,19585,19585,tt5700962
The Hustler,Documentary,nm3135260,Missing writer data,2000000,7600000,7600000,tt5717430
Control,Sci-Fi,nm8138226,Missing writer data,6400000,871577,8902141,tt5718544
9,Comedy,"nm0245040,nm1168135,nm1483411,nm1100565,nm0681401,nm0484307,nm0479745,nm0134811,nm1496017",nm1483411,30000000,31749894,48559999,tt5719388
Home Again,"Comedy,Drama,Romance",nm0583654,nm0583654,15000000,27020284,37336874,tt5719700
Cold Pursuit,"Action,Crime,Drama",nm0596407,"nm2737558,nm0007344",60000000,32138862,62599159,tt5719748
Just Getting Started,"Action,Comedy",nm0005421,nm0005421,22000000,6069605,6756412,tt5721088
Insidious: The Last Key,"Horror,Mystery,Thriller",nm0733263,nm1191481,10000000,67745330,167885588,tt5726086
The Possession of Hannah Grace,"Horror,Mystery,Thriller",nm1082611,nm0797321,6000000,14836174,42785387,tt5734576
Rio,Drama,"nm5242917,nm6165221,nm2662431","nm5242917,nm6320621,nm2662431,nm5404405",90000000,143619809,487519809,tt5734820
Midnight Run,Mystery,nm8141358,nm8141358,30000000,38413606,81613606,tt5735262
Stronger,Drama,nm8157258,Missing writer data,30000000,4211129,8786752,tt5738152
Bully,Comedy,nm7343743,nm7366932,2100000,881824,1381824,tt5741008
The Bachelor,"Comedy,Romance",nm6490860,nm1213847,21000000,21731001,36882378,tt5748648
Skyscraper,"Action,Adventure,Thriller",nm1098493,nm1098493,125000000,68420120,304115534,tt5758778
No Man's Land,"Music,War",nm7795464,Missing writer data,1000000,1067481,2684207,tt5759256
The Lovers,"Comedy,Drama,Romance",nm0414337,nm0414337,35000000,0,53899,tt5770620
Home,Drama,nm7874205,Missing writer data,130000000,177397510,385997896,tt5775862
Home,Drama,nm7874205,Missing writer data,12000000,0,0,tt5775862
Home,Drama,nm7874205,Missing writer data,500000,15433,44793168,tt5775862
Shutter,"Horror,Thriller",nm3459414,"nm3459414,nm4824538",8000000,25928550,47782426,tt5782160
3,Drama,"nm8196935,nm8196934",nm8196935,7200000,59774,295492,tt5785598
The Game,Comedy,nm8197922,nm8197922,50000000,48265581,80369970,tt5786556
Yes,"Adventure,Biography,Documentary","nm3288100,nm2462292",Missing writer data,1700000,396035,661221,tt5797286
Melancholia,"Drama,Mystery,Romance",nm8207786,"nm8207786,nm3451135,nm8207784",9400000,3030848,21817298,tt5797456
I Am Not Your Negro,Documentary,nm0669704,"nm0049924,nm0669704",1000000,7123919,9617402,tt5804038
Let There Be Light,Drama,nm0001757,"nm0420966,nm0330108",3000000,7233471,7241309,tt5804314
Happiness,Drama,nm0516352,nm0516352,3000000,2746453,5746453,tt5805026
Exodus,Documentary,nm2268214,"nm2268214,nm1901367",4000000,21750000,21750000,tt5808940
Forsaken,Thriller,nm3440937,"nm3440937,nm5923409",18000000,0,0,tt5811154
Oddball,Documentary,nm3910226,nm3910226,7000000,0,10237229,tt5811420
Zoom,"Comedy,Drama,Romance",nm5796371,"nm5796371,nm5824384,nm5664987",35000000,11989328,12506188,tt5815346
Love and Other Catastrophes,"Comedy,Drama",nm0832831,nm2686269,250000,212285,743216,tt5822766
Firestarter,Documentary,nm8235871,Missing writer data,15000000,15136870,15136870,tt5827954
Hotel Artemis,"Action,Drama,Sci-Fi",nm1510800,nm1510800,15000000,6708137,12758799,tt5834262
The Player,Sci-Fi,nm5628921,nm5628921,8000000,21706101,28876702,tt5835452
The Descendants,Drama,nm8246328,nm8246328,20000000,82624961,175507800,tt5838908
Urban Legend,Horror,nm7510159,"nm6615323,nm7510159",14000000,38116707,72571864,tt5844050
The Saint,Drama,nm7372429,"nm7372429,nm5402965,nm7372430",90000000,61363304,169400000,tt5846676
Total Recall,Action,nm8218837,Missing writer data,125000000,58877969,211856088,tt5847226
Total Recall,Action,nm8218837,Missing writer data,65000000,119394839,261400000,tt5847226
The Outsiders,Documentary,nm7832381,Missing writer data,10000000,25697647,25697647,tt5849128
Fame,Documentary,"nm3382703,nm8267234",Missing writer data,18000000,22455510,80227619,tt5861350
No Man's Land,"Documentary,Music,War",nm8268395,Missing writer data,1000000,1067481,2684207,tt5862398
The House of Mirth,Music,nm8273254,nm8273257,10000000,3041803,5149131,tt5867616
Sisters,Drama,nm3861021,nm3861021,30000000,87044645,106030660,tt5870006
Wings,Documentary,nm1521546,Missing writer data,2000000,0,0,tt5872368
Unknown,Genre Data Missing,nm5517750,nm4462738,40000000,63686397,136123083,tt5877156
Unknown,Genre Data Missing,nm5517750,nm4462738,3700000,26403,3355048,tt5877156
Home,Documentary,nm7057993,"nm8289285,nm7057993",130000000,177397510,385997896,tt5884960
Home,Documentary,nm7057993,"nm8289285,nm7057993",12000000,0,0,tt5884960
Home,Documentary,nm7057993,"nm8289285,nm7057993",500000,15433,44793168,tt5884960
Another Year,Documentary,nm5057167,Missing writer data,8000000,3205706,20005613,tt5886728
Insomnia,Drama,nm2583424,"nm8292769,nm0893775",46000000,67263182,113622499,tt5889398
Ordinary People,Drama,nm2881346,nm2881346,6000000,52302978,52302978,tt5891626
Denial,Documentary,"nm3593260,nm1897108","nm1897108,nm3593260,nm1012499",10000000,4073448,9263940,tt5897002
Slender Man,"Adventure,Comedy,Horror","nm8301451,nm8240276",Missing writer data,10000000,30564825,51723644,tt5897302
Project X,Mystery,nm1822197,nm1822197,12000000,54731865,103028188,tt5902440
The Return,Documentary,nm5514881,Missing writer data,15000000,501752,5953886,tt5903890
Tag,Animation,nm3724905,Missing writer data,28000000,54730625,77026186,tt5908018
Freedom,Drama,nm6653285,nm6653285,14500000,0,872757,tt5909680
Dangal,Action,nm8314446,nm1106372,9500000,12391761,294654618,tt5911540
The Professor and the Madman,"Biography,Drama,Mystery",nm1731154,"nm0000958,nm0464548,nm1731154,nm2278762",25000000,0,5227233,tt5932728
Moonlight,Horror,nm2699710,Missing writer data,1500000,27854931,65245512,tt5934182
Bernie,Family,nm8337516,Missing writer data,6000000,9204489,10106975,tt5936840
Cure,Genre Data Missing,nm9170734,Missing writer data,10000,94596,94596,tt5936960
Glory,Drama,"nm1571492,nm1414010","nm1571492,nm4880442,nm1414010",18000000,26593580,26593580,tt5937296
The Family,Documentary,nm0429181,nm0429181,30000000,36918811,51078541,tt5939770
Unhinged,Horror,nm4367233,"nm4367233,nm8448178",29000000,0,0,tt5940342
Miss Bala,"Action,Crime,Drama",nm0362566,nm3722546,15000000,14998027,15362298,tt5941692
Abduction,"Action,Comedy,Drama","nm5417185,nm4726238","nm4726238,nm5417185",35000000,28087155,86648359,tt5943940
Truth or Dare,"Drama,Romance",nm5152773,"nm8343415,nm5152773",3500000,41411015,95127344,tt5944422
Control,Drama,nm8361654,nm8361654,6400000,871577,8902141,tt5966690
The Return,Documentary,nm8362580,nm8362580,15000000,501752,5953886,tt5967956
Captive State,"Sci-Fi,Thriller",nm1012501,"nm0066464,nm1012501",25000000,5958315,8993300,tt5968394
Left Behind,"Documentary,Drama",nm8365463,Missing writer data,18500000,4221341,4221341,tt5970386
Left Behind,"Documentary,Drama",nm8365463,Missing writer data,16000000,14019924,20769209,tt5970386
Eden,Animation,"nm1047180,nm3296606,nm0645756,nm6017036","nm4847599,nm6476007,nm10073910,nm10073911,nm1047180",2300000,0,0,tt5975878
Renaissance,Drama,"nm3887648,nm4618093","nm3887648,nm4618093",18000000,70644,2401413,tt5987088
Columbus,Drama,nm3226379,nm3226379,700000,1017107,1110511,tt5990474
The Net,Drama,nm1104118,nm1104118,22000000,50621733,110521733,tt5996202
"Roman J. Israel, Esq.","Crime,Drama,Thriller",nm0319659,nm0319659,22000000,11962712,12967012,tt6000478
Diary of a Wimpy Kid: The Long Haul,"Comedy,Family",nm0101047,"nm2732149,nm0101047",22000000,20738724,35609577,tt6003368
The Night Before,Horror,nm5472963,nm5472963,25000000,43035725,52427346,tt6006924
Destiny,Western,nm3339324,"nm3705050,nm3339324",750000,0,450,tt6010330
Swingers,Comedy,nm1044237,nm9300850,200000,4505922,6618578,tt6016012
Kin,"Action,Drama,Sci-Fi","nm5192757,nm5239466","nm5192757,nm5239466,nm0143403",30000000,5718096,10096821,tt6017942
The Perfect Host,Fantasy,nm3988790,nm3988790,1000000,48764,51587,tt6026954
Slam,Drama,nm0784289,nm0784289,1000000,1009819,1087521,tt6037866
Just My Luck,Comedy,nm3424060,nm3424060,28000000,17326650,38159905,tt6040918
First Reformed,"Drama,Mystery,Thriller",nm0001707,nm0001707,3500000,3448256,3874772,tt6053438
The Return,"Documentary,Drama",nm1454795,nm1626985,15000000,501752,5953886,tt6058084
The Wall,Drama,nm5255154,nm3387260,3000000,1803064,4495262,tt6060874
Acrimony,"Drama,Romance,Thriller",nm1347153,nm1347153,20000000,43549096,46627836,tt6063050
The Journey,"Biography,Documentary,Drama",nm8442703,nm8442703,500000,19800,19800,tt6067118
Willard,Drama,nm4168357,nm4168357,20000000,6882696,6882696,tt6072228
The Promise,Thriller,nm8446571,nm3015321,90000000,8224288,10551417,tt6072400
Beautiful,Genre Data Missing,nm4433088,Missing writer data,9000000,3134509,3134509,tt6077456
Lost and Found,Romance,nm7859137,nm7859137,14000000,6552255,6552255,tt6080004
Life,Comedy,nm6712956,nm6712956,75000000,64062587,73521587,tt6080038
Life,Comedy,nm6712956,nm6712956,58000000,30234022,100929666,tt6080038
Limitless,Documentary,nm8457396,Missing writer data,27000000,79249455,155564919,tt6084030
Money Talks,Crime,nm8458444,nm8458446,25000000,41076865,41076865,tt6085342
Burn,Thriller,nm8459281,Missing writer data,225000,1109276,1109276,tt6086100
Barbecue,Documentary,nm3268319,Missing writer data,10000000,388,247565,tt6090268
Brotherly Love,Drama,nm1693348,nm1693348,1900000,478595,478595,tt6096190
Knock Knock,Horror,nm3552915,nm3552915,2000000,36336,6328516,tt6096414
The Return,"Action,Crime,Drama",nm5887954,"nm7296250,nm5887954",15000000,501752,5953886,tt6100724
The Lion King,"Adventure,Animation,Drama",nm0269463,"nm0622288,nm0152312,nm0575293,nm0731271,nm0941314",79300000,421785283,986214868,tt6105098
The Family,Drama,nm2271584,nm2271584,30000000,36918811,51078541,tt6107516
Late Night,"Comedy,Drama",nm0304091,nm1411676,4000000,246305,246305,tt6107548
Nomad,Drama,nm3956527,nm3956527,40000000,79123,79123,tt6111842
The Butterfly Effect,"Comedy,Crime,Drama",nm9301788,nm9301788,13000000,57924679,95638592,tt6112220
Shooter,Action,nm8485246,"nm4683293,nm8485246",60000000,47003582,95538560,tt6117124
Zoom,"Crime,Thriller",nm2750788,nm5001904,35000000,11989328,12506188,tt6117454
Anna,Biography,nm7609904,nm7609904,4357373,0,1200000,tt6118134
Bound,Drama,nm3162091,"nm3162091,nm7792811",4500000,3802260,7011317,tt6122702
The First Purge,"Action,Horror,Sci-Fi",nm2618764,nm0218621,13000000,69488745,136617305,tt6133466
Going the Distance,Genre Data Missing,nm8499134,Missing writer data,32000000,17804299,43603990,tt6135412
Vessel,Drama,nm2681092,"nm2681092,nm5281469",800000,0,0,tt6139414
Aladdin,"Adventure,Comedy,Family",nm0005363,"nm0041864,nm0005363",182000000,246734314,619234314,tt6139732
Aladdin,"Adventure,Comedy,Family",nm0005363,"nm0041864,nm0005363",28000000,217350219,504050219,tt6139732
The Peacemaker,Documentary,nm3132421,nm3132421,50000000,41263140,62967368,tt6140144
Lucy,Documentary,nm8504594,Missing writer data,40000000,126573960,457507776,tt6142034
Split,"Action,Drama,Sport",nm8509498,nm8509498,5000000,138141585,278964806,tt6147768
Identity,Drama,nm8510986,Missing writer data,28000000,52131264,82183683,tt6149830
Duplicity,Mystery,nm8511118,nm8511118,60000000,40572825,81079566,tt6149902
Live and Let Die,"Drama,War",nm8516338,nm8516339,7000000,35400000,161800000,tt6162924
Grace,"Comedy,Crime,Romance",nm3176024,nm3176024,5000000,8297,8297,tt6163142
Jade,Drama,nm8174209,nm8174209,50000000,9812870,9812870,tt6163970
November,"Drama,Fantasy,Horror",nm1834235,"nm1314828,nm1834235",250000,191862,191862,tt6164502
One Day,"Drama,Romance",nm1802294,"nm3022002,nm3651125,nm1802294",15000000,13843771,59168692,tt6168298
The Runaways,Adventure,nm3699308,nm3699308,9500000,3573673,5278632,tt6168914
The Party's Over,Drama,nm1136191,"nm1136191,nm1550375",1000000,0,0,tt6173020
Derailed,"Action,Crime",nm8529186,Missing writer data,22000000,36020063,57520063,tt6173644
Posledniy bogatyr,"Action,Adventure,Comedy",nm2979103,"nm7984722,nm5683526,nm4224399,nm5683865,nm5683470",8500000,0,30700192,tt6175394
Twins,"Adventure,Biography,Comedy","nm8520144,nm5695973",Missing writer data,15000000,111936388,216600000,tt6178382
Venus,Documentary,"nm2158362,nm3111040",Missing writer data,6000000,3347411,7818479,tt6178628
New in Town,"Adventure,Comedy,Fantasy",nm4734606,nm4734606,8000000,16734283,29937909,tt6179182
Joy,Drama,nm5187578,nm5187578,60000000,56451232,101134059,tt6180144
Smallfoot,"Adventure,Animation,Comedy","nm0456732,nm1134222","nm0456732,nm0784771,nm0720135,nm0275629,nm0655053,nm0687937,nm1139293",80000000,83240103,213691277,tt6182908
Let There Be Light,Documentary,"nm3901669,nm1117383",nm1117383,3000000,7233471,7241309,tt6184774
Trapped,"Action,Drama,Thriller",nm0003939,"nm8552307,nm3155648",30000000,6916869,6916869,tt6206564
Motherhood,"Drama,Romance",nm8525942,nm8525942,10000000,93388,723388,tt6208138
Phenomenon,Drama,nm4177136,nm0267043,32000000,104636382,152036382,tt6209808
The Journey,"Drama,Thriller",nm1865534,"nm1865534,nm1351970",500000,19800,19800,tt6213758
One Day,"Drama,Fantasy",nm1785660,nm9085744,15000000,13843771,59168692,tt6214734
Stolen,"Crime,Drama",nm1978370,nm1978370,35000000,289773,17967746,tt6215338
Ravenous,"Drama,Horror,Sci-Fi",nm0041315,nm0041315,12000000,2062406,2062406,tt6243140
The Judge,Documentary,nm2311689,Missing writer data,50000000,47119388,76119388,tt6246092
Role Models,"Comedy,Drama",nm1459905,nm1459905,28000000,67300955,94500826,tt6253546
The Town,Horror,nm8592445,nm8592445,37000000,92186262,152566881,tt6259458
A Ghost Story,"Drama,Fantasy,Romance",nm1108007,nm1108007,100000,1594798,2769782,tt6265828
Vice,"Biography,Comedy,Drama",nm0570912,nm0570912,60000000,47836282,70883171,tt6266538
Black or White,"Action,Drama,Thriller",nm8602259,Missing writer data,9000000,21571189,21971021,tt6270540
Teeth,"Documentary,History","nm0203198,nm1277046",Missing writer data,2000000,347578,2350641,tt6285370
Patti Cake$,"Drama,Music",nm3017455,nm3017455,1000000,800148,1471090,tt6288250
Virus,Crime,nm4885733,nm8620406,75000000,14010690,30626690,tt6294496
The Post,"Biography,Drama,History",nm0000229,"nm2176283,nm1802857",50000000,81903458,179748880,tt6294822
No Strings Attached,Animation,"nm8622740,nm2087846","nm8622740,nm2087846",25000000,70662220,149228078,tt6298204
Nomad,Drama,nm6224715,"nm8626830,nm6224715",40000000,79123,79123,tt6305342
Adrift,"Action,Adventure,Biography",nm0466349,"nm3764118,nm3764493,nm2434358,nm9333207,nm10008219",35000000,31445011,57897191,tt6306064
Alpha,"Crime,Drama,Fantasy",nm8629556,Missing writer data,51000000,35851379,99624873,tt6313896
Brothers,Drama,nm1335774,"nm3144382,nm3250922,nm0691259,nm0778359",26000000,28544157,45043870,tt6314294
Brothers,Drama,nm1335774,"nm3144382,nm3250922,nm0691259,nm0778359",13000000,656688,17856688,tt6314294
Adam,Comedy,nm3636870,nm1723110,3200000,2283291,2834485,tt6316466
Identity,"Crime,Drama",nm4167513,"nm0645017,nm1547448,nm4167513,nm4285584,nm4570639,nm8634365",28000000,52131264,82183683,tt6319346
The Hunted,Thriller,nm7889745,nm7889745,55000000,34234008,47213095,tt6323218
Wanderlust,Drama,"nm8501278,nm8501277",nm8501277,32500000,17288155,24159934,tt6326352
City of Ghosts,"Documentary,War",nm1292648,Missing writer data,17500000,325491,325491,tt6333056
Icarus,"Documentary,Sport,Thriller",nm2406731,"nm3439150,nm2406731,nm0598531,nm8672233",6000000,0,0,tt6333060
The Island,"Documentary,Drama",nm8526367,Missing writer data,120000000,35818913,163018913,tt6335394
The Island,"Documentary,Drama",nm8526367,Missing writer data,22000000,15716828,15716828,tt6335394
Paranoia,Thriller,nm8289037,"nm8289037,nm6253151",40000000,7388654,16340767,tt6338350
Life as We Know It,Comedy,nm7560837,"nm7560838,nm7560837,nm1695358,nm5740079",38000000,53374681,105887837,tt6341928
Creed II,"Drama,Sport",nm4023702,"nm3541432,nm0000230,nm0672011,nm1854539,nm3363032",50000000,115715889,213591522,tt6343314
Stolen,Drama,nm6914112,nm6914112,35000000,289773,17967746,tt6344530
A Quiet Place,Documentary,nm5123883,Missing writer data,17000000,188024361,334522294,tt6347308
The Gift,Documentary,nm1272136,nm1272136,10000000,12008642,44567606,tt6354904
The Gift,Documentary,nm1272136,nm1272136,5000000,43787265,58978477,tt6354904
Payback,"Action,Comedy,Crime",nm0602403,nm0602403,50000000,81526121,161626121,tt6358110
